id,address,bedroom_nums,bathroom_nums,car_spaces,price,lat,lon,postcode,land_size_m2,price_per_m2,nearest_city,distance_to_nearest_city,avg_price_by_postcode,postcode_avg_price_per_m2
1,"10 High Street, North Lambton",3.0,2,2.0,895000.0,-32.9087419,151.7079182,2299.0,253.0,3537.5494071146245,Newcastle,53.609092868495686,937777.7777777778,2285.643509819789
2,"44A Kenrick Street, The Junction",4.0,2,1.0,2660000.0,-32.9371956,151.7583949,2291.0,244.0,10901.639344262296,Newcastle,5.306167453692958,2131523.8095238097,4892.909195742794
3,"26 Earl Street, Hunters Hill",3.0,3,2.0,2650000.0,-33.8237597,151.1347923,2110.0,313.1,8463.749600766527,Sydney,75.80025983384282,7194733.333333333,7640.033631458491
4,"186 Lorraine Street, Peakhurst Heights",5.0,3,5.0,2620000.0,-33.9717599,151.0583104,2210.0,380.0,6894.736842105263,Sydney,333.9860031617117,1798245.0,3182.6635975533145
5,"51 Katoomba Street, The Ponds",4.0,2,1.0,1357500.0,-33.7111594,150.8980793,2769.0,250.0,5430.0,Sydney,1217.0888287685448,1524396.551724138,4365.160235409959
6,"15 Binnet Street, Pemulwuy",4.0,2,1.0,1335000.0,-33.8249852,150.9269347,2145.0,275.0,4854.545454545455,Sydney,816.4989934313521,1601441.282352941,3182.6549325274864
7,"30 Zeta Street, Box Hill",4.0,3,2.0,1315000.0,-33.6588316,150.91127,2765.0,335.0,3925.373134328358,Sydney,1329.086098985672,1270745.238095238,3851.3150622660773
8,"1/70 White Cross Road, Winmalee",4.0,2,2.0,1180000.0,-33.6709811,150.609392,2777.0,395.0,2987.3417721518986,Sydney,3990.2192566120966,1149436.5697674418,1104.3483646158354
9,"46 Steward Drive, Oran Park",4.0,2,2.0,1095000.0,-33.9983719,150.7286833,2570.0,375.0,2920.0,Wollongong,2114.4134430849745,1233320.2614379085,2452.919945362968
10,"9 Kingsman Avenue, Elderslie",4.0,2,2.0,1085000.0,-34.0560306,150.7280385,2570.0,363.0,2988.9807162534435,Wollongong,1654.5778555861093,1233320.2614379085,2452.919945362968
11,"3 Ewan James Drive, Glenmore Park",3.0,2,2.0,1080000.0,-33.8060306,150.6810924,2745.0,350.0,3085.714285714286,Sydney,2829.4326627412192,1355658.0357142857,2206.450869652171
12,"107 Kavanagh Street, Gregory Hills",5.0,2,1.0,975000.0,-34.0278391,150.7856999,2557.0,255.0,3823.529411764706,Wollongong,1715.0350300881855,1207210.5263157894,3198.2633277250734
13,"112 Healy Avenue, Gregory Hills",3.0,2,1.0,927000.0,-34.0274356,150.7731896,2557.0,285.0,3252.6315789473683,Wollongong,1746.7015681552286,1207210.5263157894,3198.2633277250734
14,"2 Marine Parade, Rocky Point",3.0,1,2.0,860000.0,-33.2942947,151.4709201,2259.0,354.0,2429.3785310734465,Newcastle,2299.7748227209895,1013668.5769230769,1531.9240568829864
15,"88 Avondale Road, Cooranbong",4.0,2,2.0,850000.0,-33.0699623,151.463366,2265.0,373.0,2278.820375335121,Newcastle,1200.8579175728173,969327.1111111111,1400.79479915318
16,"2 Market Street, Morpeth",2.0,1,2.0,845000.0,-32.725265,151.627348,2321.0,315.6,2677.4397972116603,Newcastle,635.4406792899283,859858.4905660377,1165.3113105023963
17,"1/46 Avalon Avenue, Wollongbar",3.0,2,2.0,800000.0,-28.818277,153.4264466,2477.0,307.0,2605.8631921824103,Newcastle,195935.49346100542,956448.275862069,1485.236166886847
18,"2 Lorn Street, Lorn",4.0,1,4.0,770000.0,-32.728198,151.558567,2320.0,326.9,2355.4603854389725,Newcastle,879.4967489299132,865725.5639097744,1181.3657708769929
19,"44A Corks Lane, Milton",4.0,2,1.0,745000.0,-35.317801,150.4279385,2538.0,308.0,2418.8311688311687,Wollongong,10084.770010832532,1125000.0,1907.8731979849586
20,"13 Bayonet Street, Lithgow",3.0,1,1.0,585000.0,-33.48963875,150.13814534071668,2790.0,385.7,1516.7228415867255,Sydney,12911.355576059668,579363.6363636364,895.6794604399635
21,"38 Betty Cuthbert Drive, Lidcombe",5.0,2,2.0,1970000.0,-33.878898,151.0424475,2141.0,351.0,5612.535612535613,Sydney,279.41726360251494,1548200.0,3841.3425564829836
22,"391 Blaxland Road, Denistone East",3.0,2,4.0,1590000.0,-33.800557,151.1005696,2112.0,379.4,4190.82762256194,Sydney,164.7940693316319,2885103.8260869565,5491.656664999516
23,"25 Bundle Street, Caddens",5.0,3,2.0,1565000.0,-33.774151,150.73946,2747.0,388.0,4033.505154639175,Sydney,2297.08058801004,1106955.7692307692,2281.4685108691087
24,"18 Tatham Road, Colebee",6.0,4,2.0,1400000.0,-33.720011,150.8494765,2761.0,336.0,4166.666666666667,Sydney,1516.1111767325347,1182829.0,2506.426630529374
25,"232 Mount Annan Drive, Mount Annan",5.0,3,2.0,1325000.0,-34.0627265,150.7523588,2567.0,379.3,3493.2770893751645,Wollongong,1530.8674577969305,1572259.537313433,2109.0215490214005
26,"9 Ernest Street, Glenwood",3.0,1,2.0,1250000.0,-33.7285571,150.9279767,2768.0,350.7,3564.2999714856005,Sydney,988.1087012331335,1532918.8684210526,3673.6244476669426
27,"22 Putland Street, Grantham Farm",4.0,2,2.0,1230000.0,-33.6593814,150.8698118,2765.0,400.0,3075.0,Sydney,1591.0838796520327,1270745.238095238,3851.3150622660773
28,"66 Ganugan Road, Austral",4.0,2,2.0,1215000.0,-33.9423593,150.8151685,2179.0,322.3,3769.779708346261,Sydney,1607.5060990875136,1222357.9206349207,3581.559596436858
29,"10a Erica Lane, Minto",4.0,3,1.0,1210000.0,-34.027129,150.844265,2566.0,356.0,3398.876404494382,Sydney,1583.1862346600496,1031827.5862068966,1915.5872511542461
30,"43A Cross Street, Doonside",4.0,2,2.0,1005000.0,-33.7628852,150.8638201,2767.0,273.0,3681.3186813186812,Sydney,1305.7430616306056,1248025.0,2177.9351128733197
31,"53 Dunkirk Road, Edmondson Park",3.0,2,2.0,995000.0,-33.9628103,150.8651469,2174.0,247.1,4026.709834075273,Sydney,1272.792927457,1248777.7777777778,3722.086991781922
32,"16 Hargraves Street, The Entrance North",3.0,1,1.0,830000.0,-33.3371341,151.5032499,2261.0,348.0,2385.057471264368,Newcastle,2444.391280728267,1199912.3711340206,2036.4880983772427
33,"1 Arundel Street, Glebe",7.0,1,2.0,2400000.0,-33.884463,151.191131,2037.0,225.0,10666.666666666666,Sydney,5.754421299999,3304000.0,13803.566602256475
34,"85 Dawson Street, Cooks Hill",3.0,2,1.0,2150000.0,-32.933073,151.769055,2300.0,323.0,6656.346749226006,Newcastle,1.3753915399973644,1922750.0,5650.918238093084
35,"20 Karuk Street, Pemulwuy",5.0,3,2.0,2010000.0,-33.8102237,150.9292129,2145.0,355.9,5647.653835347008,Sydney,818.7996650810147,1601441.282352941,3182.6549325274864
36,"40 Opperman Drive, North Kellyville",3.0,2,2.0,1550000.0,-33.6941443,150.9553805,2155.0,378.0,4100.5291005291,Sydney,949.7972602275272,1888431.1224489796,3920.772507013026
37,"7 Lomond Court, Wattle Grove",3.0,1,2.0,1450000.0,-33.9484287,150.9387038,2173.0,324.0,4475.308641975309,Sydney,795.6303331813008,1578285.7142857143,3109.4958261336496
38,"23 Moonlight Street, Schofields",4.0,2,2.0,1310000.0,-33.706087,150.8883462,2762.0,318.5,4113.029827315541,Sydney,1294.8686210344906,1388635.914893617,3751.575787387999
39,"132 Gosford Road, Adamstown",4.0,2,1.0,1150000.0,-32.9304681,151.7312572,2289.0,316.0,3639.240506329114,Newcastle,22.840349694505427,1144920.4545454546,1941.2782141908172
40,"43 Newhaven Avenue, Gables",4.0,2,2.0,1080000.0,-33.6170545,150.907604,2765.0,270.0,4000.0,Sydney,1543.9627318626192,1270745.238095238,3851.3150622660773
41,"19a Brotherton Street, South Wentworthville",3.0,2,1.0,997000.0,-33.8232811,150.972649,2145.0,281.0,3548.0427046263344,Sydney,580.7566605822079,1601441.282352941,3182.6549325274864
43,"392A Tuggerawong Road, Tuggerawong",3.0,2,1.0,605000.0,-33.28066,151.476219,2259.0,371.0,1630.7277628032346,Newcastle,2169.0346936100464,1013668.5769230769,1531.9240568829864
44,"2 Albury Street, Wagga Wagga",2.0,1,2.0,566000.0,-35.1123581,147.3559452,2650.0,398.4,1420.6827309236949,Wollongong,129800.83871438626,725784.387434555,906.3343265367963
45,"2 Houtman Avenue, Shell Cove",4.0,2,2.0,1400000.0,-34.5898756,150.8531751,2529.0,379.0,3693.9313984168866,Wollongong,278.62497755371805,1196978.0666666667,2875.2331998273853
46,"21 Killarney Crescent, Skennars Head",3.0,2,2.0,1300000.0,-28.8283748,153.6042843,2478.0,400.0,3250.0,Newcastle,201282.97287641498,1529049.5930232557,2289.9938515426065
47,"26 Raewyn Crescent, Schofields",4.0,3,2.0,1240000.0,-33.6987128,150.8655408,2762.0,271.0,4575.645756457565,Sydney,1471.0004318849446,1388635.914893617,3751.575787387999
48,"84 Banfield Drive, Oran Park",4.0,2,2.0,1167000.0,-34.0165544,150.7458889,2570.0,375.0,3112.0,Wollongong,1907.9405148256856,1233320.2614379085,2452.919945362968
49,"35 McKervey Street, Catherine Field",5.0,2,2.0,1160000.0,-34.004204,150.7552016,2557.0,300.0,3866.6666666666665,Wollongong,1984.4953993856006,1207210.5263157894,3198.2633277250734
51,"20 Cherry Circuit, Gregory Hills",3.0,2,1.0,976000.0,-34.0208083,150.7795161,2557.0,300.5,3247.920133111481,Wollongong,1785.4354620810118,1207210.5263157894,3198.2633277250734
52,"96 THORNE STREET, Wagga Wagga",3.0,2,1.0,960000.0,-35.1105611,147.3643151,2650.0,341.0,2815.24926686217,Wollongong,129184.85590141258,725784.387434555,906.3343265367963
53,"39 Stephenson Drive, Ropes Crossing",4.0,2,1.0,930000.0,-33.7295665,150.7802666,2760.0,270.0,3444.4444444444443,Sydney,2034.556258378183,1085795.0819672132,1926.3579705398136
54,"2 Honey Myrtle Road, Warnervale",3.0,2,2.0,900000.0,-33.2424881,151.4530874,2259.0,383.0,2349.8694516971277,Newcastle,2058.7597442037777,1013668.5769230769,1531.9240568829864
55,"7 Spearing Street, Wilton",3.0,2,1.0,870000.0,-34.228144,150.683065,2571.0,250.0,3480.0,Wollongong,839.7721956100099,1157884.1463414633,1546.7529922607778
56,"34 Sparke Street, Georgetown",3.0,1,2.0,820000.0,-32.9107952,151.7281733,2298.0,373.0,2198.3914209115283,Newcastle,28.26160755928216,1076599.375,2005.0779567062568
57,"32 Sparke Street, Georgetown",3.0,1,2.0,780000.0,-32.9107952,151.7281733,2298.0,373.0,2091.152815013405,Newcastle,28.26160755928216,1076599.375,2005.0779567062568
58,"1/15 Vera Court, Mudgee",3.0,2,2.0,621000.0,-32.6156051,149.5919383,2850.0,267.0,2325.8426966292136,Sydney,41863.563260129034,746221.4285714285,989.9198322968554
59,"1/8-12 Narregol Street, Pambula",2.0,1,2.0,615000.0,-36.9297765,149.8797315,2549.0,387.0,1589.1472868217054,Wollongong,72868.0212334455,647000.0,922.4249252901436
60,"329 Main Street, Lithgow",4.0,1,2.0,505000.0,-33.48331735,150.14052429999998,2790.0,318.0,1588.0503144654087,Sydney,12908.783703615805,579363.6363636364,895.6794604399635
61,"27 Evergreen Drive, Cromer",5.0,4,2.0,2900000.0,-33.7429628,151.2872868,2099.0,388.0,7474.226804123711,Sydney,219.1694187807842,3139809.090909091,4905.71209833379
62,"6A Bidurgal Avenue, Kirrawee",4.0,3,2.0,2020000.0,-34.0358715,151.077943,2232.0,348.0,5804.597701149425,Sydney,451.6754756125177,1711166.6666666667,2829.000380794187
63,"5 Fenway Street, North Kellyville",4.0,2,2.0,1635000.0,-33.6904855,150.9568542,2155.0,387.0,4224.806201550387,Sydney,955.2494284789159,1888431.1224489796,3920.772507013026
64,"931 Anzac Parade, Maroubra",3.0,1,4.0,1602000.0,-33.9408255,151.2393784,2035.0,297.0,5393.939393939394,Sydney,60.92382796809092,3562808.8,8919.023763381432
65,"6 Daddo Street, Oran Park",4.0,2,2.0,1350000.0,-34.0125869,150.7362818,2570.0,375.0,3600.0,Wollongong,1969.9386626284731,1233320.2614379085,2452.919945362968
66,"47 Henson Street, Merrylands",5.0,3,1.0,1305888.0,-33.835207,150.977328,2160.0,361.1,3616.4165051232344,Sydney,549.3949843300634,1523224.857142857,2893.5608740047724
67,"14 Dara Crescent, Glenmore Park",4.0,2,1.0,1213000.0,-33.7833573,150.6795505,2745.0,400.0,3032.5,Sydney,2879.3498773354904,1355658.0357142857,2206.450869652171
68,"5a Fife Street, Blacktown",4.0,2,2.0,1132000.0,-33.7926836,150.9181616,2148.0,356.0,3179.775280898876,Sydney,905.5527430353369,1194213.9886363635,2108.536994211403
69,"13 Myakka Way, Leppington",4.0,2,1.0,1088000.0,-33.97242,150.808589,2179.0,358.0,3039.106145251397,Sydney,1713.064099210008,1222357.9206349207,3581.559596436858
70,"75 Ingleburn Gardens Drive, Bardia",3.0,2,1.0,1050000.0,-33.9700674,150.870665,2565.0,155.14,6768.080443470414,Sydney,1249.2874952776674,1125929.5416666667,3351.604349701001
71,"74a Stoneyhurst Drive, Lennox Head",3.0,2,1.0,1020000.0,-28.8068504,153.5847983,2478.0,314.0,3248.4076433121018,Newcastle,202344.29396563023,1529049.5930232557,2289.9938515426065
72,"81 Eighteenth Avenue, Austral",3.0,2,1.0,1005000.0,-33.911082,150.824454,2179.0,285.0,3526.315789473684,Sydney,1498.9421124000787,1222357.9206349207,3581.559596436858
73,"9B Coucal Avenue, Hinchinbrook",4.0,1,1.0,957500.0,-33.9164729,150.8732436,2168.0,326.9,2929.03028449067,Sydney,1152.066093753824,1200914.4736842106,2207.945327240935
74,"2/36 Botanical Circuit, Banora Point",3.0,2,2.0,940000.0,-28.2158187,153.5211877,2486.0,393.0,2391.857506361323,Newcastle,252279.69052261024,1203260.8695652173,1534.2850640353472
75,"30 John Street, Rooty Hill",3.0,1,2.0,900000.0,-33.7823228,150.8355985,2766.0,354.0,2542.3728813559323,Sydney,1471.3111722209696,1135833.3333333333,1880.8749745890684
76,"9 Collier Close, St Helens Park",3.0,1,1.0,870000.0,-34.0990551,150.805221,2560.0,382.0,2277.4869109947645,Wollongong,1157.9592791701048,1019871.4227642276,1828.601016558203
77,"6 Bendtree Cove, Thornton",3.0,1,1.0,720000.0,-32.7849458,151.6463967,2322.0,361.7,1990.5999447055572,Newcastle,376.51377728527314,890760.3773584906,1267.429751742148
78,"5 Nardoo Avenue, Aberglasslyn",3.0,1,1.0,685000.0,-32.7041246,151.5278699,2320.0,390.6,1753.7122375832053,Newcastle,1125.5591979115845,865725.5639097744,1181.3657708769929
79,"3a Wamsley Street, Dora Creek",3.0,1,1.0,610000.0,-33.0831841,151.501885,2264.0,377.4,1616.3222045574987,Newcastle,1012.2458377781323,1058656.3636363635,1293.1545041403174
80,"1299 Bunnerong Road, Little Bay",3.0,2,4.0,1950000.0,-33.9767481,151.2367331,2036.0,180.0,10833.333333333334,Sydney,124.0536726922012,2738375.0,6248.51792592767
81,"119 Webber Circuit, Bardia",3.0,2,1.0,900000.0,-33.97540475,150.86951900178224,2565.0,230.0,3913.0434782608695,Sydney,1268.1569947243142,1125929.5416666667,3351.604349701001
82,"52 Alexander Street, Manly",3.0,1,2.0,4230000.0,-33.7892097,151.2843739,2095.0,278.2,15204.88856937455,Sydney,119.70706315296667,3576666.6666666665,13372.956990704193
83,"8A Besborough Avenue, Bexley",6.0,6,2.0,2610000.0,-33.951864,151.1203741,2207.0,384.1,6795.10544129133,Sydney,148.07443786813752,1836921.875,3945.6344879537974
84,"19B Kenneth Avenue, Kirrawee",5.0,3,1.0,2115000.0,-34.0297726,151.0702854,2232.0,366.8,5766.08505997819,Sydney,452.3723696392705,1711166.6666666667,2829.000380794187
85,"6 Singleton Street, Earlwood",3.0,2,1.0,1896000.0,-33.93022035,151.11832624461783,2206.0,392.0,4836.734693877551,Sydney,120.48683562459055,2404903.2258064514,5087.790008761805
86,"199 Norton Street, Ashfield",3.0,2,2.0,1689000.0,-33.8913657,151.1290478,2131.0,328.8,5136.861313868613,Sydney,69.4962642133296,2117090.909090909,6044.066510206255
87,"18 Landon Street, Fairfield East",5.0,4,3.0,1670000.0,-33.8740486,150.9676493,2165.0,398.0,4195.979899497487,Sydney,584.2260861245393,1334372.7272727273,2702.928603202493
88,"50a Selems Parade, Revesby",4.0,3,2.0,1642000.0,-33.9515753,151.01558,2212.0,234.0,7017.0940170940175,Sydney,443.7918869009538,1555779.4117647058,4268.301814640618
89,"102 First Avenue, Berala",3.0,1,1.0,1440000.0,-33.880479,151.035456,2141.0,392.0,3673.469387755102,Sydney,303.58135377000906,1548200.0,3841.3425564829836
90,"16 Fifth Avenue, Berala",3.0,1,1.0,1350000.0,-33.8746975,151.0326444,2141.0,328.0,4115.8536585365855,Sydney,312.4198151761134,1548200.0,3841.3425564829836
91,"5 Ormiston Avenue, West Hoxton",4.0,2,2.0,1201000.0,-33.9393595,150.8388796,2171.0,397.0,3025.1889168765742,Sydney,1421.8991577641054,1344589.2857142857,2963.2447246703405
92,"65a Courtney Road, Padstow",3.0,2,1.0,1125000.0,-33.9647595,151.0328319,2211.0,214.0,5257.009345794392,Sydney,403.4921595786775,1691985.7142857143,3560.059931594957
93,"15 Sowerby Street, Oran Park",4.0,2,2.0,1050000.0,-33.998097200000004,150.73041010937686,2570.0,375.0,2800.0,Wollongong,2111.1249683880474,1233320.2614379085,2452.919945362968
95,"11E Nullawarra Avenue, Concord West",5.0,3,2.0,2700000.0,-33.844946,151.097172,2138.0,374.7,7205.764611689352,Sydney,131.41701700002844,3307692.3076923075,7973.047037184702
97,"108B Holt Road, Taren Point",4.0,3,4.0,2300000.0,-34.0196489,151.1176702,2229.0,308.9,7445.775331822597,Sydney,311.5141087925378,3113681.8181818184,4698.31058148321
98,"7 Government Farm Crescent, Castle Hill",5.0,2,2.0,2050000.0,-33.7220098,151.0131062,2154.0,340.0,6029.411764705882,Sydney,600.393699744807,2628168.3636363638,3017.48990310066
99,"11 Kooraban Crescent, North Kellyville",5.0,3,2.0,1950000.0,-33.6772901,150.9459118,2155.0,375.0,5200.0,Sydney,1060.493856972544,1888431.1224489796,3920.772507013026
100,"43A Brand Street, Carlingford",4.0,2,2.0,1786500.0,-33.7856803,151.0455424,2118.0,303.0,5896.039603960396,Sydney,337.25436085857814,2288810.0833333335,3239.976886528431
101,"16 Bowmer Street, Banksia",3.0,1,2.0,1780000.0,-33.9449778,151.1382315,2216.0,302.0,5894.039735099338,Sydney,108.53788905092858,2004946.4285714286,4798.9225107771545
102,"107 Belmore Road, Peakhurst",4.0,2,2.0,1635000.0,-33.9580646,151.0512205,2210.0,357.7,4570.869443667878,Sydney,329.5729713341432,1798245.0,3182.6635975533145
103,"13 Geebung Street, Vineyard",5.0,4,2.0,1510000.0,-33.6513971,150.8760005,2765.0,385.5,3916.9909208819713,Sydney,1583.5257762866784,1270745.238095238,3851.3150622660773
104,"24 Isaac Smith Parade, Kings Langley",5.0,2,2.0,1500000.0,-33.7437636,150.9219437,2147.0,348.0,4310.3448275862065,Sydney,982.0774447464919,1396663.3513513512,2201.394656572108
105,"1A Cartwright Crescent, Lalor Park",5.0,3,1.0,1450000.0,-33.7602658,150.9360878,2147.0,305.6,4744.764397905758,Sydney,864.2457879848978,1396663.3513513512,2201.394656572108
106,"53 Eighth Avenue, Austral",5.0,4,2.0,1410000.0,-33.9393862,150.8148871,2179.0,337.0,4183.976261127596,Sydney,1605.4394731686614,1222357.9206349207,3581.559596436858
107,"30 Garreffa Street, Riverstone",5.0,3,2.0,1360000.0,-33.6808747,150.8801335,2765.0,354.0,3841.80790960452,Sydney,1436.665031023503,1270745.238095238,3851.3150622660773
108,"20a Munro Street, Greystanes",4.0,2,1.0,1340000.0,-33.830653,150.9256776,2145.0,289.4,4630.269523151348,Sydney,818.9685939076751,1601441.282352941,3182.6549325274864
109,"17 Hope Street, Regents Park",4.0,2,2.0,1250000.0,-33.886509,151.0260669,2143.0,286.0,4370.629370629371,Sydney,338.87977616618593,1477800.0,3158.3901419727435
111,"285 Terry Road, Box Hill",4.0,2,2.0,1155000.0,-33.643559,150.9021518,2765.0,368.7,3132.6281529698945,Sydney,1450.735248442388,1270745.238095238,3851.3150622660773
112,"1/4 Chauvel Close, Skennars Head",3.0,2,2.0,1150000.0,-28.8269748,153.6028762,2478.0,291.0,3951.8900343642613,Newcastle,201346.35893681482,1529049.5930232557,2289.9938515426065
113,"6A Premier Street, Canley Vale",4.0,2,1.0,1130000.0,-33.8865204,150.9519487,2166.0,315.0,3587.3015873015875,Sydney,665.4370418785546,1611191.1764705882,2595.279694474744
114,"5 Hinkler Street, Mayfield",3.0,1,2.0,1100000.0,-32.8951523,151.7430684,2304.0,385.0,2857.1428571428573,Newcastle,22.791609338494368,1068644.4444444445,2524.4425089423876
115,"93A MILKY WAY, Campbelltown",5.0,3,1.0,1020000.0,-34.070484,150.787388,2560.0,324.0,3148.1481481481483,Wollongong,1388.4975080000042,1019871.4227642276,1828.601016558203
116,"48 Finsbury Circuit, Ropes Crossing",4.0,2,2.0,1010000.0,-33.7237016,150.7830594,2760.0,375.0,2693.3333333333335,Sydney,2027.3459477092047,1085795.0819672132,1926.3579705398136
117,"43 Matthew Street, Merrylands",4.0,2,1.0,975000.0,-33.841168,150.976821,2160.0,240.0,4062.5,Sydney,548.1001286500546,1523224.857142857,2893.5608740047724
118,"11 Sandra Street, Woodpark",3.0,2,4.0,962188.0,-33.843881,150.9609966,2164.0,379.4,2536.0780179230364,Sydney,622.7553501257273,1467989.4,2307.45830263691
119,"4A Suva Place, Lethbridge Park",4.0,2,2.0,835000.0,-33.7356682,150.8001699,2770.0,303.0,2755.7755775577557,Sydney,1851.115148972725,1005281.690140845,1562.9154441941566
120,"1/140 Spinnaker Way, Corlette",3.0,2,1.0,830000.0,-32.7242234,152.1173104,2315.0,380.1,2183.6358852933436,Newcastle,1555.1837237572897,1347965.5172413792,2172.391081983712
121,"9 Blueberry Court, Banora Point",3.0,1,1.0,785000.0,-28.209758,153.550126,2486.0,302.0,2599.337748344371,Newcastle,253867.83374440006,1203260.8695652173,1534.2850640353472
122,"342A Annandale Street, Annandale",3.0,1,1.0,2860000.0,-33.884624,151.1676264,2038.0,221.3,12923.633077270673,Sydney,19.870879129620803,3727500.0,10573.090325169876
123,"2 Nirranda Street, Concord West",4.0,2,2.0,2535000.0,-33.846742,151.095935,2138.0,295.2,8587.39837398374,Sydney,133.38178589003667,3307692.3076923075,7973.047037184702
124,"184 Young Street, Annandale",4.0,2,2.0,2430000.0,-33.884273,151.1665904,2038.0,219.0,11095.890410958904,Sydney,20.63523661161995,3727500.0,10573.090325169876
125,"26 Campsie St, Campsie",4.0,2,2.0,2300000.0,-33.9125741,151.0937491,2194.0,395.0,5822.784810126583,Sydney,152.68182321623848,1804209.7777777778,4804.57765674122
126,"2 Walton Street, Blakehurst",5.0,4,2.0,2228000.0,-33.9853912,151.1076027,2221.0,381.0,5847.769028871391,Sydney,239.35848744732922,2625000.0,3822.929196505412
127,"108 Windsor Road, Dulwich Hill",2.0,1,1.0,1750000.0,-33.9007654,151.1364006,2203.0,234.0,7478.6324786324785,Sydney,63.361093175214776,2306750.0,7723.528842120962
128,"5 Dullai Avenue, Pemulwuy",3.0,2,1.0,1260000.0,-33.819583,150.929246,2145.0,225.0,5600.0,Sydney,808.5255600500374,1601441.282352941,3182.6549325274864
129,"51 Perkins Drive, Oran Park",3.0,2,2.0,1150000.0,-34.0043246,150.7505285,2570.0,375.0,3066.6666666666665,Wollongong,1996.580470174115,1233320.2614379085,2452.919945362968
130,"32 Sheila Street (Grantham Farm), Riverstone",4.0,2,1.0,1095000.0,-33.666671,150.872308,2765.0,328.8,3330.2919708029194,Sydney,1544.1974070500596,1270745.238095238,3851.3150622660773
131,"17 Nammoona Road, Colebee",3.0,2,1.0,1078000.0,-33.7217444,150.8498852,2761.0,250.0,4312.0,Sydney,1508.0434795041813,1182829.0,2506.426630529374
132,"16 Wolara Avenue, Glenmore Park",3.0,1,1.0,931500.0,-33.782987,150.682318,2745.0,365.0,2552.054794520548,Sydney,2850.738992930043,1355658.0357142857,2206.450869652171
133,"13A Aurora Place, Bateau Bay",3.0,1,1.0,718000.0,-33.3924742,151.4673243,2261.0,290.0,2475.862068965517,Sydney,2934.6280713612196,1199912.3711340206,2036.4880983772427
134,"1 Theatre Place, Thrumster",3.0,2,2.0,705000.0,-31.4493814,152.8290199,2444.0,322.0,2189.44099378882,Newcastle,32852.220502819575,972872.340425532,1686.345804063777
135,"7 Bede Street, Strathfield South",3.0,1,2.0,1800000.0,-33.8909473,151.0782742,2136.0,257.8,6982.156710628394,Sydney,176.58263162930876,2477545.4545454546,4836.351886585989
136,"49 Gasnier Avenue, North Kellyville",4.0,3,2.0,1570000.0,-33.6945259,150.9516101,2155.0,374.0,4197.860962566845,Sydney,967.7554649282066,1888431.1224489796,3920.772507013026
137,"57a Lamonerie Street, Toongabbie",4.0,3,2.0,1395000.0,-33.79134,150.955044,2146.0,256.0,5449.21875,Sydney,706.4616513601378,1687154.761904762,2727.7785810426835
138,"411 Abell Road (Melonba), Marsden Park",5.0,2,2.0,1250000.0,-33.701313,150.8097763,2765.0,300.0,4166.666666666667,Sydney,1876.7108203069295,1270745.238095238,3851.3150622660773
139,"63 Glory Street, Schofields",4.0,2,1.0,1240000.0,-33.704122,150.883982,2762.0,306.0,4052.2875816993464,Sydney,1329.506448080072,1388635.914893617,3751.575787387999
140,"132 Arbutus Street, Canley Heights",4.0,4,1.0,1215000.0,-33.8870677,150.9321561,2166.0,229.0,5305.676855895196,Sydney,771.424501705151,1611191.1764705882,2595.279694474744
141,"7A Winsor Street, Merewether",2.0,1,1.0,1150000.0,-32.940416,151.753881,2291.0,271.0,4243.542435424354,Newcastle,8.14079016999369,2131523.8095238097,4892.909195742794
142,"23B Chesham Avenue, Oran Park",4.0,3,1.0,975000.0,-34.0099737,150.7448252,2570.0,270.0,3611.1111111111113,Wollongong,1965.6423328672408,1233320.2614379085,2452.919945362968
143,"10 Wildflower Crescent, Calderwood",4.0,2,2.0,960000.0,-34.5604618,150.7479097,2527.0,375.0,2560.0,Wollongong,386.7937639332908,977641.6666666666,2163.4653957975975
144,"21 Gilroy Street, Ropes Crossing",3.0,1,1.0,910000.0,-33.7273612,150.7823483,2760.0,225.0,4044.4444444444443,Sydney,2022.926882783461,1085795.0819672132,1926.3579705398136
145,"16 Vides Street, Cardiff",3.0,1,2.0,800000.0,-32.9368376,151.6613335,2285.0,394.0,2030.4568527918782,Newcastle,139.24652856005542,937357.125,1413.682022947712
147,"2 Park Row, Bradbury",3.0,1,1.0,780000.0,-34.0875642,150.8120427,2560.0,323.3,2412.6198577172904,Wollongong,1223.306854849262,1019871.4227642276,1828.601016558203
148,"7/10 Woodbell Street, Nambucca Heads",4.0,2,2.0,640000.0,-30.6508968,152.9963499,2448.0,270.7,2364.240857037311,Newcastle,66614.64464140275,783714.2857142857,1087.233105396575
149,"12 Fourth Street, Lithgow",3.0,1,1.0,425000.0,-33.49940345,150.13343335240972,2790.0,377.0,1127.3209549071619,Sydney,12939.428545490668,579363.6363636364,895.6794604399635
150,"11 Dalton Avenue, Denistone",5.0,4,2.0,2400000.0,-33.7929483,151.0900479,2114.0,345.0,6956.521739130435,Sydney,199.74543747302877,2490800.0,3613.608361553929
151,"143 Salisbury Road, Camperdown",2.0,2,2.0,2225000.0,-33.8910005,151.1791568,2050.0,221.0,10067.87330316742,Sydney,14.014747064914303,2597500.0,10119.553089939875
152,"36 Stanley Street, Arncliffe",5.0,4,1.0,1950000.0,-33.9393282,151.1435196,2205.0,256.1,7614.213197969542,Sydney,93.0128801940273,2053750.0,5063.814237325175
